Armenian Word,Part of Speech,Definition,New Etymology (English),Relation,Source Language,Cognates,PIE Root
բուժքույր,noun,"""['nurse person trained to provide care for the sick.', 'nurse (person trained to provide care for th"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
բռնակալություն,noun,"""['tyranny, despotism.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
գագաթնաժողով,noun,"""['summit gathering of leaders.', 'summit (gathering of leaders).']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
գազարագույն,adj,"""['colloquial orange color.', '(colloquial) orange (color).']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
գազոնահնձիչ,noun,"['lawn mower.'],",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
գաղափարախոս,noun,"['ideologue.'],",Modern Armenian compound.,compound,,--,unknown
գաղութարար,adj,"""['colonizing, turning other countries into colonies.', 'colonizer.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
գեղեցկահարմար,adj,"""['literary beautifully shaped.', '(literary) beautifully shaped.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
գետնանուշ,noun,"['peanut.'],",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
գետնառյուծ,noun,"""['rare chameleon.', '(rare) chameleon.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
գերիրապաշտություն,noun,"['surrealism.'],",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
գերմանացի,noun,"['German.'],",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
գլադիատոր,noun,"['gladiator.'],",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
գլուխը ծեծել,,"""['to sob, mourn, grieve.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
գլուխկոտրուկ,noun,"""['brain-teaser, puzzle.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
գյոթվերան,noun,"""['faggot, fag.', 'motherfucker, dickhead (severe insult).']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
գուջարաթի,noun,"""['Gujarati language.', 'Gujarati (language).']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
գրադարանավար,noun,"""['librarian one who cares for the publications, files, etc., in a library.', 'librarian (one who car"",",Modern Armenian compound.,compound,,--,unknown
գրավիտացիա,noun,"""['physics gravity.', '(physics) gravity.']"",",From Russian via international vocabulary.,loanword,Russian,--,unknown
գրեյպֆրուտ,noun,"""['grapefruit tree and fruit of.', 'grapefruit (tree and fruit of Citrus paradisi).']"",",From Russian via international vocabulary.,loanword,Russian,--,unknown
գրկախառնել,verb,"""[""""transitive to hug tightly, to wrap one's arms around somebody."""", """"(transitive) to hug tightly, to "",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
գրկախառնվել,verb,"""['intransitive to hug, to embrace one another.', '(intransitive) to hug, to embrace one another.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
գրչություն,noun,"['the art of writing manuscripts.'],",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
դադարգյուն,adj,"""['dispossessed, down and out, having no home or possessions.', '(dialectal) dispossessed, down and o"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
դանդանավանդ,noun,"""['archaic bit, curb.', '(archaic) bit, curb.', '(archaic) gag.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
դաշնակցական,adj,"""['a member of the Armenian Revolutionary Federation.', 'of or pertaining to the Armenian Revolutiona"",",Derived from Old Armenian with -ական (-akan).,derivation,Old Armenian,--,unknown
դավաճանել,verb,"""['to betray.', 'to commit adultery.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
դարանակալել,verb,"""['to ambush, to waylay, to lie in wait.']"",",Modern Armenian compound.,compound,,--,unknown
դեմոկրատիա,noun,"['democracy.'],",Modern Armenian compound.,compound,,--,unknown
դերակատար,noun,"""['theatre, cinema roleplayer, performer of a role, performer of a part of, actor.', '(theater, film)"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
դիմավորել,verb,"""['to see in, meet, receive, welcome, greet.', '(dated) to personify.']"",",From Russian via international vocabulary.,loanword,Russian,--,unknown
դիստրիբյուտոր,noun,"""['distributor intermediary between manufacturer and reseller.', 'distributor (intermediary between m"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
դիտողություն,noun,"""['observation.', 'comment, remark (light critique).', 'disciplinary penalty.', 'research, study, sur"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
դուբինկել,verb,"""['transitive to bludgeon, to cudgel; to truncheon, to club, to baton.', '(transitive) to bludgeon, t"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
դուզնաքյա,adj,"""['archaic little.', '(archaic) little.']"",",Borrowed from Ottoman Turkish.,loanword,Ottoman Turkish,--,unknown
եղբայրական գերեզման,,"['mass grave.'],",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
եղբայրասպանություն,noun,"""[""""fratricide killing of one's brother."""", """"fratricide (killing of one's brother).""""]"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
եղեռնադատ,adj,"""['legal, of a court presiding over criminal cases.', '(law, of a court) presiding over criminal case"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
ենթակայան,noun,"['substation site where electricity supplied by long-distance transmission lines is transformed and/,",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
եռանկյուն,noun,"['triangle.'],",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
երեսպաշտություն,noun,"['hypocrisy.'],",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
երթուղային տաքսի,,"""['formal marshrutka, minibus, fixed route taxi.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
երթևեկելի մաս,,"""['roadway, carriageway the part of a road that carries traffic.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
երիտասարդանալ,verb,"""['intransitive to be rejuvenated, to become young.', '(intransitive) to be rejuvenated, to become yo"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
երիտասարդություն,noun,"""['youth the quality or state of being young.', 'youth (the quality or state of being young).', 'yout"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
երկաթե վարագույր,,"['Iron Curtain.'],",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
երկաթուղի,noun,"""['railway, railroad.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
երկյուղել,verb,"""['to feel or get scared, frightened, terrified.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
երկնաթռիչ,adj,"""['that flies, soars to heaven.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
երկնակառույց,adj,"""['literary, rare founded in heaven, constructed in heaven.', '(literary, rare) founded in heaven, co"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
երկրագունդ,proper noun,"""['Earth planet.', 'Earth (planet).']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
երջանկահիշատակ,adj,"['of blessed memory.'],",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
զանգվածային ոչնչացման զենք,,"['weapon of mass destruction.'],",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
զգացմունք,noun,"""['feeling, emotion.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
զգուշացնել,verb,"""['transitive to warn.', 'causative of զգուշանալ (zgušanal).', '(transitive) to warn.']"",",From Russian via international vocabulary.,loanword,Russian,--,unknown
զինծառայող,noun,"""['serviceman, soldier.', 'acronym of զինվորական ծառայող (zinvorakan caṙayoġ), serviceman, soldier.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
զինկոմիսարիատ,noun,"""['Acronym of զինվորական կոմիսարիատ / [Non-English or unclear definition removed.].', 'acronym of զին"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
զոշաքաղություն,noun,"""['sordid love of gain, base covetousness.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
զորակոչիկ,noun,"""['military draftee, recruit, conscript.', '(military) draftee, recruit, conscript.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
զուգահեռանիստ,noun,"""['geometry parallelepiped.', '(geometry) parallelepiped.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
զվարճախոսել,verb,"""['to joke, jest, say funny things.']"",",Modern Armenian compound.,compound,,--,unknown
զրահագնացք,noun,"['armoured train.'],",Borrowed from Middle Iranian (Parthian/Middle Persian).,loanword,Middle Iranian,--,unknown
էլեկտրակայան,noun,"""['power station, power plant.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
էսկալատոր,noun,"""['escalator mechanical device.', 'escalator (mechanical device).']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
էվոլյուցիա,noun,"""['evolution, development.', '(biology) evolution.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
էքսկավատոր,noun,"""['excavator vehicle.', 'excavator (vehicle).']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
էքսկուրսիա,noun,"""['excursion, trip, visit, journey, sightseeing, hike, outing brief recreational trip.', 'excursion, "",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
ընդունարան,noun,"""['reception room, waiting room.', 'reception, reception desk.']"",",Modern Armenian compound.,compound,,--,unknown
ընկուզենի,noun,"['walnut tree.'],",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
թագավարակ,noun,"""['coronavirus an illness caused by a coronavirus.', 'coronavirus (an illness caused by a coronavirus"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
թեորիապես,adv,"""['proscribed theoretically.', '(proscribed) theoretically.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
թունավորել,verb,"""['transitive to poison.', '(transitive) to poison.']"",",From Russian via international vocabulary.,loanword,Russian,--,unknown
թվաբանական,adj,"""['arithmetical, arithmetic.']"",",Derived from Old Armenian with -ական (-akan).,derivation,Old Armenian,--,unknown
ժեստերի լեզու,,"['sign language.'],",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
ժուռնալիստ,noun,"['journalist.'],",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
իմաստության ատամ,,"['wisdom tooth.'],",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
իմաստություն,noun,"['wisdom.'],",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
իմիջիայլոց,adv,"""['by the way, among other things, incidentally.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
իմունիզացիա,noun,"['immunization.'],",From Russian via international vocabulary.,loanword,Russian,--,unknown
իմպերիալիզմ,noun,"['imperialism.'],",From Russian via international vocabulary.,loanword,Russian,--,unknown
իմպերիալիստ,noun,"['imperialist.'],",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
ինտելիգենցիա,noun,"""['dated.', '(dated) synonym of մտավորականություն (mtavorakanutʻyun).']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
ինտերսեքս,adj,"""['neologism intersex.', '(neologism) intersex.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
ինքնագնահատական,noun,"['self-esteem.'],",Derived from Old Armenian with -ական (-akan).,derivation,Old Armenian,--,unknown
ինքնաշարժ,adj,"""['self-propelled, self-moving; automatic; self-acting.', '(Western Armenian) car, automobile.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
ինքնատիրապետում,noun,"""['self-possession, self-control, composure.']"",",Modern Armenian compound.,compound,,--,unknown
իշլի քյուֆթա,,"['kibbeh a Levantine Arab dish made of bulgur and chopped meat.'],",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
իր վրա աշխատել,,"""[""""idiomatic to refine oneself, to cultivate one's abilities.""""]"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
լաբորատորիա,noun,"['laboratory.'],",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
լայնատերև,adj,"['broad-leaved.'],",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
լեյտենանտ,noun,"['lieutenant.'],",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
լերկամորթ,adj,"""['of fish having scaleless skin.', '(of fish) having scaleless skin.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
լոկոմոտիվ,noun,"['locomotive.'],",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
լուսանկար,noun,"['photograph.'],",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
լուսանկարել,verb,"['to photograph.'],",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
