title,part_of_speech,definition,suggested_etymology,source,notes
ենթադրել,verb,"['to suppose, assume, presume.']",,,
ենթամնա,noun,"['grammar hyphen, usually the Armenian hyphen: ֊.', '(grammar) hyphen, usually the Armenian hyphen: ֊.']",,,
ենթասպա,noun,"['military rank a rank in the Armenian Armed Forces equivalent to.', '(military) a rank in the Armenian Armed Forces equivalent to Russian пра́порщик (práporščik).', '(military) non-commissioned officer.']",,,
երազ,noun,"['dream imaginary events seen while sleeping.', 'dream (imaginary events seen while sleeping).']",,,
երախտիք,noun,"['kind deed, kindness, rendered service.', '(figuratively) merit, desert; services.', '(rare) gratitude, thankfulness.']",,,
երամակ,noun,"['drove, herd, flock.']",,,
երաշխիք,noun,"['guarantee.', 'warranty.']",,,
երե,noun,['herbivorous game animal.'],,,
երեսպաշտ,noun,['hypocrite.'],,,
երեքնուկ,noun,"['plant clover, trefoil, <ref></ref><ref></ref>.', '(botany) clover, trefoil, Trifolium.']",,,
երթալ,verb,"['dialectal, or, Western Armenian to go.', '(dialectal or Western Armenian) to go.']",,,
երթևեկել,verb,"['to commute.', 'to come and go.', 'to stroll, to walk around, (to go for a walk).']",,,
երիկամ,noun,['kidney.'],,,
երիցուկ,noun,['camomile.'],,,
երկայնել,verb,"['to prolong, to extend.']",,,
երկբայել,verb,"['to doubt, to hesitate.']",,,
երկինք,noun,"['sky.', 'heaven.']",,,
երկիր,noun,"['country, state.', 'land, territory.']",,,
երկյուղ,noun,"['fear, fright, dread, terror.']",,,
երկնչել,verb,"['somewhat, formal to fear, to be afraid of, to dread, to apprehend, to be frightened, to tremble.', '(somewhat formal) to fear, to be afraid of, to dread, to apprehend, to be frightened, to tremble.']",,,
երնջնակ,noun,"['eryngo, sea holly ( spp.).', 'eryngo, sea holly (Eryngium spp.).']",,,
երևալ,verb,"['to appear.', 'to emerge, to come out.', 'to be published.']",,,
երևույթ,noun,"['appearance, look.', 'phenomenon; occurrence; happening.', '(physics) effect.']",,,
զաիֆնալ,verb,"['alternative form of զայիֆնալ.', 'alternative form of զայիֆնալ (zayifnal).']",,,
զամբյուղ,noun,['basket.'],,,
զայիֆնալ,verb,"['(dialectal, Erzurum, Javakheti).']",,,
զանգել,verb,"['to ring.', 'to call (by phone).']",,,
զանգված,noun,"['accumulation, mass, heap, congeries, aggregation, pile.', 'medley; jumble.', '(physics) mass.', '(programming) array.']",,,
զառամել,verb,['to grow extremely old; to become decrepit.'],,,
զավթել,verb,"['to conquer, to seize.', 'to steal.', 'to subjugate, to control.']",,,
զարգանալ,verb,"['intransitive to develop, improve, progress.', '(intransitive) to develop, improve, progress.']",,,
զարդարել,verb,"['to adorn, to beautify, to decorate, to ornament, to embellish.']",,,
զարթնել,verb,"['intransitive to wake up.', '(intransitive) to wake up.']",,,
զարմանալ,verb,"['to wonder (at), to be surprised/amazed (at).']",,,
զարմանք,noun,"['astonishment, surprise, wonder, amazement.', 'wonder, marvel, prodigy.']",,,
զբաղվել,verb,"['to do, be busy with; be occupied with, be engaged in; engage in; concern oneself with.', 'to occupy oneself with; go in for; devote oneself to.', 'to deal with, take upon oneself, take care of.']",,,
զբոսնել,verb,"['to go for a walk, to take a walk, to stroll, to promenade.']",,,
զգալ,verb,"['to feel, to sense.', 'to be aware.', 'to foresee, to expect.', 'to feel, to nourish, to entertain.']",,,
զգածվել,verb,"['archaic to be affected with some feeling.', '(archaic) to be affected with some feeling.']",,,
զգենալ,verb,"['archaic, transitive to put on (clothes).', '(archaic, transitive) to put on (clothes).']",,,
զգետնել,verb,"['transitive to fling down, to throw on the ground.', '(transitive) to fling down, to throw on the ground.']",,,
զեկույց,noun,['report.'],,,
զեղծել,verb,"['to squander, to waste.', 'to counterfeit, to falsify, to fake, to forge, to fabricate.']",,,
զեղչ,noun,['discount.'],,,
զեղչել,verb,"['transitive to discount, to grant a rebate to deduct a certain amount from (a bill, charge, etc.).', '(transitive) to discount, to grant a rebate (to deduct a certain amount from (a bill, charge, etc.)).', '(grammar) to omit of a word or phrase.']",,,
զեփյուռ,noun,"['zephyr, light breeze.']",,,
զզվանք,noun,"['disgust, repulsion.', 'disgusting person.']",,,
զինանոց,noun,"['arsenal, armoury.']",,,
զինվոր,noun,"['soldier.', '(chess) pawn.', '(card games) jack.']",,,
զղջալ,verb,"['intransitive to regret, to be sorry.', '(intransitive) to regret, to be sorry.', '(theology) to repent.']",,,
զոդել,verb,"['to join two things together.', '(technology) to solder.', '(technology) to weld.']",,,
զորակոչ,noun,"['military draft, conscription.', '(military) draft, conscription.']",,,
զորամաս,noun,"['military military unit.', '(military) military unit.']",,,
զորապետ,noun,"['commander, army commander, military leader.']",,,
զորավար,noun,"['military commander, military leader; general.', '(military) commander, military leader; general.']",,,
զվարճանք,noun,['synonym of զվարճություն (zvarčutʻyun).'],,,
զրույց,noun,"['conversation, discussion, talk.', 'story, tradition, fairy-tale (told orally).', 'short story or short poem.', 'essay.', 'news.', 'gossip, rumor.', '(archaic) saying, expression.']",,,
զրուցել,verb,"['to talk to, to talk with.', 'to discuss, to converse.', '(Western Armenian) to announce, to say.', '(dialectal) to talk.']",,,
էակ,noun,"['being, creature living being.', 'being, creature (living being).', 'man (human being).', 'person, individual.', 'God.']",,,
էրիկ,noun,"['dialectal husband.', '(dialectal) husband.', '(dialectal) man.']",,,
էքսպերտ,noun,"['expert.', 'patent examiner, trademark examiner.']",,,
ըմբիշ,noun,['wrestler.'],,,
ըմբռնել,verb,"['to understand, to grasp, to comprehend.', 'to be aware of, to be conscious of.', 'to imagine, to visualize.', '(dated) synonym of բռնել (bṙnel).']",,,
ըմպել,verb,"['literary to imbibe, to drink.', '(literary) to imbibe, to drink.']",,,
ըմպելիք,noun,"['drink, beverage.']",,,
ընդավոր,noun,"['botany, in the plural leguminous plants, legumes.', '(botany, in the plural) leguminous plants, legumes.']",,,
ընդհատել,verb,['to interrupt.'],,,
ընդոստել,verb,"['alternative form of ընդոստնել.', 'alternative form of ընդոստնել (əndostnel).']",,,
ընդունել,verb,"['to receive, to take.', 'to accept, to adopt.', 'to acquire, to assume (a position, an office etc.).', 'to admit (a mistake, etc.).', 'to take for.', 'to receive (visitors).']",,,
ընթադրել,verb,"['to stamp, to crush, to squash, to trample.', '(rare) to stamp, to crush, to squash, to trample.']",,,
ընթացք,noun,"['movement, course, development.']",,,
ընթերցել,verb,"['formal to read.', '(formal) to read.']",,,
ընկղմել,verb,"['transitive to dip; to plunge.', '(transitive) to dip; to plunge.', '(transitive) to sink.', '(transitive, figuratively) to immerse (in), to plunge (in, into).']",,,
ընկճել,verb,"['to discourage, to dishearten, to dispirit.', 'to crush, to quell, to humble.', 'to defeat, to vanquish, to conquer.', 'to subjugate, to subdue.', 'to squash, to put down, to humiliate.']",,,
ընկնել,verb,"['intransitive to fall.', '(intransitive) to fall.', '(intransitive) to fall, to, drop, to decrease.', '(intransitive) to be situated, to be; to lie.', '(intransitive) to fall on, to fall to.', '(intransitive) to fall, to be killed.', '(intransitive) to fall on.', '(intransitive) to find oneself, to get (somewhere); to wind up, to end up.', '(intransitive, colloquial) to get caught (in), to get (into).', '(intransitive) to lose, to fall from.', '(intransitive) be carried away (by).', '(intransitive) to perish, to die (of cattle).']",,,
ընձուղտ,noun,['giraffe.'],,,
ընտանիք,noun,"['family.', '(biology, taxonomy) family.']",,,
ընտրել,verb,"['to choose.', 'to elect.']",,,
թագաժահր,noun,"['Western Armenian coronavirus an illness caused by a coronavirus.', '(Western Armenian) coronavirus (an illness caused by a coronavirus).']",,,
թագավոր,noun,"['king.', '(card games) king.', 'bridegroom (because he carries a crown during the wedding).']",,,
թաթավել,verb,"['transitive to plunge, immerse, soak, steep, drench, imbue.', '(transitive) to plunge, immerse, soak, steep, drench, imbue.']",,,
թախանձել,verb,"['to plead, to beg.', '(dated) to bother, pester, importune (with).']",,,
թակ,noun,"['mallet; beetle.', 'doorknocker.', 'knock, tap.']",,,
թակույկ,noun,"['literary jug, pitcher, pot, jar.', '(literary) jug, pitcher, pot, jar.']",,,
թաղանթ,noun,"['film, membrane.']",,,
թանալ,verb,"['obsolete, transitive to wet, to moisten.', '(obsolete, transitive) to wet, to moisten.']",,,
թաշկինակ,noun,"['handkerchief.', 'kerchief, headscarf.', '(figuratively) weak-willed, spineless person.']",,,
թառամել,verb,['to wither.'],,,
թարգել,verb,"['transitive to give up, quit, abandon a habit or activity.', '(transitive) to give up, quit, abandon (a habit or activity).']",,,
թափել,verb,"['transitive to empty, to pour out; to spill by accident.', '(transitive) to empty, to pour out; to spill (by accident).', '(transitive) to pour into.', 'to strew, to scatter.', 'to throw down.', 'to throw away, throw out.', '(rare) to found, to cast (in a mould).', '(vulgar, slang) to ejaculate, to cum.', '(figuratively, to express) to pour out, to give vent (to).', 'to shed, to spill.']",,,
թաքնվել,verb,"['intransitive to hide.', '(intransitive) to hide.']",,,
թաքուստ,noun,"['hiding place.', 'concealment, hiding.']",,,
թաքչել,verb,"['alternative form of թաքնվել.', 'alternative form of թաքնվել (tʻakʻnvel).']",,,
թաքցնել,verb,"['transitive to hide.', '(transitive) to hide.']",,,
թեկնածու,noun,['candidate.'],,,
թենիս,noun,['tennis.'],,,
թերթ,noun,"['petal.', 'leaf.', 'sheet.', 'newspaper.']",,,
թթվել,verb,"['to turn sour.', '(colloquial) to feel depressed, to mope (around), to languish.']",,,
թիակ,noun,"['anatomy shoulder blade, scapula, shoulder bone.', 'diminutive of թի (tʻi).', '(anatomy) shoulder blade, scapula, shoulder bone.', 'shoehorn.']",,,
թիթեղ,noun,"['thin sheet of metal; tin, tin plate.']",,,
թիթեռ,noun,['butterfly.'],,,
թիկնապահ,noun,['bodyguard.'],,,
թիկունք,noun,"['back the rear of the body.', 'back (the rear of the body).', '(military) rear.', 'home front.', '(figuratively) supporter, person to rely on.']",,,
թիմ,noun,"['team group of people.', 'team (group of people).']",,,
թիս,noun,"['vulgar quiet fart.', '(vulgar) quiet fart.']",,,
թիվ,noun,"['number.', 'quantity, number.', 'year; date.', '(grammar) number.']",,,
թլվատել,verb,"[""to stammer, to stutter (to stumble over one's words)."", 'to distort, to deform.']",,,
թմբկահար,noun,"['drummer, percussionist.']",,,
թոթովել,verb,"['intransitive to speak unclearly, to mumble.', '(intransitive) to speak unclearly, to mumble.', '(intransitive) to speak like a baby, to babble, to prattle.', '(intransitive) (to speak when scared or cold) to stammer, to stutter.', '(intransitive, figuratively) to speak or write incoherently, to blather, to ramble.', '(intransitive, figuratively) to speak in general, to speak, to talk.', '(intransitive, figuratively) to murmur, to purl.', '(intransitive, figuratively, of a bird) to sing, to chirp.']",,,
թովչել,verb,"['transitive to enchant.', '(transitive) to enchant.']",,,
թուլանալ,verb,"['to weaken, to grow weak (to lose strength).', 'to slacken, to slow down.', 'to wane, to fade.', 'to loosen.', 'to subside, to lessen, to abate.', 'to dim (of light).', 'to become paralyzed.', 'to soften, to relent.', 'to become indifferent, careless.', 'to relax, to loosen up.', 'to laugh boisterously.', 'to have a weak or upset stomach.', 'to fall, to crash, to cave.']",,,
թումբ,noun,"['embankment, dyke; mound.', 'garden bed.', 'hillock.']",,,
թունա,noun,"['tuna fish.', 'tuna (fish).']",,,
թունել,noun,['tunnel.'],,,
թուր,noun,['sword.'],,,
թուրք,noun,"['Turk a person from Turkey or of Turkish ethnic descent.', 'Turk (a person from Turkey or of Turkish ethnic descent).', '(colloquial, dialectal) Azerbaijani.', '(figuratively) barbarian, vandal, Turk.']",,,
թոք,noun,"['anatomy lung.', '(anatomy) lung.']",,,
թսել,verb,"['informal to fart quietly.', '(vulgar) to fart (quietly).']",,,
թվանք,noun,"['<ref></ref>.', '(dialectal) handgun, rifle.']",,,
թրաշել,verb,"['transitive, colloquial to shave, shave off.', '(transitive, colloquial) to shave, shave off.']",,,
թրթուր,noun,"['caterpillar, grub.', 'caterpillar track.']",,,
թրծել,verb,"['to burn bricks or pots of clay in order to harden them, to fire.', '(figuratively) to harden.']",,,
թրև,noun,"['only used in թրեւ գալ (tʻrew gal).', 'only used in թրեւ ածել (tʻrew acel).', 'only used in թրեւ տալ (tʻrew tal).']",,,
թևք,noun,['sleeve.'],,,
ժամանել,verb,"['intransitive to arrive.', '(intransitive) to arrive.']",,,
ժամկոչ,noun,['beadle; sexton; bell ringer.'],,,
ժամհար,noun,['bell ringer.'],,,
ժայթքել,verb,"['intransitive to erupt, to gus out.', '(intransitive) to erupt, to gus out.', '(transitive) to eject abruptly, to spew.']",,,
ժայռ,noun,"['cliff, rock, crag.']",,,
ժանյակ,noun,['lace.'],,,
ժանտախտ,noun,"['plague.', '(figuratively) dangerous education, ideology, or doctrine.', '(figuratively) socially harmful situation or habit.', '(offensively) used as a curse.']",,,
ժառանգել,verb,"['to inherit.', 'to bequeath.']",,,
ժխտել,verb,"['transitive to deny.', '(transitive) to deny.']",,,
ժոխ,noun,"[', unknown origin.', '(Khotorjur) a kind of fruit of the genus Ribes, probably gooseberry, Ribes uva-crispa or Ribes orientale; in Turkish called frenk üzümü.', '(Hamshen) raspberry (fruit of Rubus idaeus).']",,,
իմանալ,verb,"['to know.', 'to be aware.', 'to learn, to find out.', 'to recognize.']",,,
ինքնագիր,noun,['autograph.'],,,
