title,inflected_base,part_of_speech,priority,reason,has_meaningful_etymology,has_weak_only_etymology,inferred_confidences,current_sources,query_terms,target_adapters
ընդհատվել,,verb,110,missing-etymology,False,False,,,ընդհատվել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
ընտրվել,,verb,110,missing-etymology,False,False,,,ընտրվել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
թաղեր,,noun,110,missing-etymology,False,False,,,թաղեր,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
թամբեր,,noun,110,missing-etymology,False,False,,,թամբեր,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
թեմեր,,noun,110,missing-etymology,False,False,,,թեմեր,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
թեյեր,,noun,110,missing-etymology,False,False,,,թեյեր,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
թենիսի,,noun,110,missing-etymology,False,False,,,թենիսի,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
թերթի,,noun,110,missing-etymology,False,False,,,թերթի,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
թթեր,,noun,110,missing-etymology,False,False,,,թթեր,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
թթի,,noun,110,missing-etymology,False,False,,,թթի,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
թթված,,verb,110,missing-etymology,False,False,,,թթված,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
թույներ,,noun,110,missing-etymology,False,False,,,թույներ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
թոքերի,,noun,110,missing-etymology,False,False,,,թոքերի,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
թռչող,,verb,110,missing-etymology,False,False,,,թռչող,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
թվարկության,,noun,110,missing-etymology,False,False,,,թվարկության,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
թվեր,,noun,110,missing-etymology,False,False,,,թվեր,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
թվի,,noun,110,missing-etymology,False,False,,,թվի,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
թրաշվել,,verb,110,missing-etymology,False,False,,,թրաշվել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
թքած,,verb,110,missing-etymology,False,False,,,թքած,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
ժամանակի,,noun,110,missing-etymology,False,False,,,ժամանակի,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
ժեստերի,,noun,110,missing-etymology,False,False,,,ժեստերի,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
իժեր,,noun,110,missing-etymology,False,False,,,իժեր,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
իղձեր,,noun,110,missing-etymology,False,False,,,իղձեր,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
իմաստության,,noun,110,missing-etymology,False,False,,,իմաստության,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
լեհեր,,noun,110,missing-etymology,False,False,,,լեհեր,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
լինեի,,verb,110,missing-etymology,False,False,,,լինեի,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
լինեինք,,verb,110,missing-etymology,False,False,,,լինեինք,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
լինեիր,,verb,110,missing-etymology,False,False,,,լինեիր,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
լինեիք,,verb,110,missing-etymology,False,False,,,լինեիք,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
լինելիս,,verb,110,missing-etymology,False,False,,,լինելիս,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
լինելու,,verb,110,missing-etymology,False,False,,,լինելու,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
լինեմ,,verb,110,missing-etymology,False,False,,,լինեմ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
լինեն,,verb,110,missing-etymology,False,False,,,լինեն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
լինենք,,verb,110,missing-etymology,False,False,,,լինենք,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
լինես,,verb,110,missing-etymology,False,False,,,լինես,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
լինեք,,verb,110,missing-etymology,False,False,,,լինեք,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
լինի,,verb,110,missing-etymology,False,False,,,լինի,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
լինող,,verb,110,missing-etymology,False,False,,,լինող,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
լինում,,verb,110,missing-etymology,False,False,,,լինում,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
լճեր,,noun,110,missing-etymology,False,False,,,լճեր,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
լյարդեր,,noun,110,missing-etymology,False,False,,,լյարդեր,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
լնդեր,,noun,110,missing-etymology,False,False,,,լնդեր,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
լողեր,,noun,110,missing-etymology,False,False,,,լողեր,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
լույսեր,,noun,110,missing-etymology,False,False,,,լույսեր,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
լույսի,,noun,110,missing-etymology,False,False,,,լույսի,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
լուսո,,noun,110,missing-etymology,False,False,,,լուսո,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
լուրեր,,noun,110,missing-etymology,False,False,,,լուրեր,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
լռության,,noun,110,missing-etymology,False,False,,,լռության,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
լվացքի,,noun,110,missing-etymology,False,False,,,լվացքի,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
լվեր,,noun,110,missing-etymology,False,False,,,լվեր,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
լվից,,noun,110,missing-etymology,False,False,,,լվից,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
լրատվության,,noun,110,missing-etymology,False,False,,,լրատվության,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
խաղողի,,noun,110,missing-etymology,False,False,,,խաղողի,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
խոզեր,,noun,110,missing-etymology,False,False,,,խոզեր,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
խոշորացվել,,verb,110,missing-etymology,False,False,,,խոշորացվել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
խոպոպացվել,,verb,110,missing-etymology,False,False,,,խոպոպացվել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
խոպոպվել,,verb,110,missing-etymology,False,False,,,խոպոպվել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
խոսում,,verb,110,missing-etymology,False,False,,,խոսում,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
խոսքեր,,noun,110,missing-etymology,False,False,,,խոսքեր,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
խոսքերի,,noun,110,missing-etymology,False,False,,,խոսքերի,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
խոսքերում,,noun,110,missing-etymology,False,False,,,խոսքերում,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
խոսքի,,noun,110,missing-etymology,False,False,,,խոսքի,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
խոսքում,,noun,110,missing-etymology,False,False,,,խոսքում,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
խոտեր,,noun,110,missing-etymology,False,False,,,խոտեր,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
խորտակվել,,verb,110,missing-etymology,False,False,,,խորտակվել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
խոցեր,,noun,110,missing-etymology,False,False,,,խոցեր,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
խուճապի,,noun,110,missing-etymology,False,False,,,խուճապի,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
ծախված,,verb,110,missing-etymology,False,False,,,ծախված,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
ծաղիկներում,,noun,110,missing-etymology,False,False,,,ծաղիկներում,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
ծաղկի,,noun,110,missing-etymology,False,False,,,ծաղկի,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
ծաղկից,,noun,110,missing-etymology,False,False,,,ծաղկից,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
ծաղկով,,noun,110,missing-etymology,False,False,,,ծաղկով,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
ծաղկում,,noun,110,missing-etymology,False,False,,,ծաղկում,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
ծառեր,,noun,110,missing-etymology,False,False,,,ծառեր,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
ծափեր,,noun,110,missing-etymology,False,False,,,ծափեր,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
ծնված,,verb,110,missing-etymology,False,False,,,ծնված,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
ծովեր,,noun,110,missing-etymology,False,False,,,ծովեր,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կա,,verb,110,missing-etymology,False,False,,,կա,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կազմակերպվել,,verb,110,missing-etymology,False,False,,,կազմակերպվել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կամրջից,,noun,110,missing-etymology,False,False,,,կամրջից,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կայացած,,verb,110,missing-etymology,False,False,,,կայացած,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կայի,,verb,110,missing-etymology,False,False,,,կայի,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կայինք,,verb,110,missing-etymology,False,False,,,կայինք,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կայիր,,verb,110,missing-etymology,False,False,,,կայիր,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կայիք,,verb,110,missing-etymology,False,False,,,կայիք,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կան,,verb,110,missing-etymology,False,False,,,կան,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կանք,,verb,110,missing-etymology,False,False,,,կանք,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կաշառված,,verb,110,missing-etymology,False,False,,,կաշառված,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կապեր,,noun,110,missing-etymology,False,False,,,կապեր,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կապված,,verb,110,missing-etymology,False,False,,,կապված,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կառուցվել,,verb,110,missing-etymology,False,False,,,կառուցվել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կաս,,verb,110,missing-etymology,False,False,,,կաս,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կարգի,,noun,110,missing-etymology,False,False,,,կարգի,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կարդացվել,,verb,110,missing-etymology,False,False,,,կարդացվել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կարդում,,verb,110,missing-etymology,False,False,,,կարդում,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կարոտում,,verb,110,missing-etymology,False,False,,,կարոտում,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կաց,,verb,110,missing-etymology,False,False,,,կաց,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կաք,,verb,110,missing-etymology,False,False,,,կաք,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կգան,,verb,110,missing-etymology,False,False,,,կգան,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կեղտեր,,noun,110,missing-etymology,False,False,,,կեղտեր,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կենդանակերպի,,noun,110,missing-etymology,False,False,,,կենդանակերպի,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կերա,,verb,110,missing-etymology,False,False,,,կերա,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կերած,,verb,110,missing-etymology,False,False,,,կերած,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կերանք,,verb,110,missing-etymology,False,False,,,կերանք,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կերավ,,verb,110,missing-etymology,False,False,,,կերավ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կերար,,verb,110,missing-etymology,False,False,,,կերար,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
