Title	Complement	POS_1	Definition_1	POS_2	Definition_2	POS_3	Definition_3	POS_4	Definition_4	POS_5	Definition_5	POS_6	Definition_6	POS_7	Definition_7	POS_8	Definition_8	POS_9	Definition_9	POS_10	Definition_10	POS_11	Definition_11	POS_12	Definition_12	POS_13	Definition_13	POS_14	Definition_14	POS_15	Definition_15	POS_16	Definition_16
ԱՂԱԼԵԶՈՒ			cf. ԱՂԱՒԱԼԵԶՈՒ																														
ԱՂԱԽԱՐՇԱՆՔ			Մորմոքանք; կսկիծ																														
ԱՂԱԽԱՐՇՈՒՄՆ			Մորմոքանք; կսկիծ																														
ԱՂԱԽԻՆ			Նաժիշտ																														
ԱՂԱԽՆԱՅԵՄ			Ծառայեմ																														
ԱՂԱԽՆԵՄ			Ծառայեմ																														
ԱՂԱԽՆԱՊԷՍ			Նաժշտաբար																														
ԱՂԱԾՐԻ			Մատաղ																														
ԱՂԱԿԱՏԱՆՔ			Զեղխութիւն; ցոփութիւն; շուայտութիւն; շռայլութիւն																														
ԱՂԱՂԱԿ			Գոչիւն																														
ԱՂԱՂԱԿԵՄ			Գոչեմ																														
ԱՂԱՂՄԱՂԱԿԵՄ			Աղմկեմ																														
ԱՂԱՄԱՐՈՒԹԻՒՆ			Ախմարութիւն; ախմարութիւն																														
ԱՂԱՄՈՂԵՄ			Շեղեմ; խոտորեմ; մոլորեմ		Ցրուեմ																												
ԱՂԱՄՈՂՈՒՄՆ			Ցրումն																														
ԱՂԱՆԱԶԳԻ			Ազատատոհմ; ազնուատոհմ; ազատազնեայ		Ազնուական																												
ԱՂԱՆԴ			Հերեսութիւն; չարափառութիւն		Կախարդանք																												
ԱՂԱՆԴԱԲԵՐ			Աղանդաւոր																														
ԱՂԱՆԴԱԳՈՐԾ			Ժանտ; եղեռնագործ; չարագործ																														
ԱՂԱՆԴԱԿԱՆ			cf. ՀԵՐՁՈՒԱԾԱԿԱՆ																														
ԱՂԱՆԴԱՄԻՏ			Հերձուածող; աղանդաւոր																														
ԱՂԱՆԴԱՒՈՐ			Հերետիկոս; հերձուածող; չարափառ		Կախարդական																												
ԱՂԱՆԴԱՒՈՐՈՒԹԻՒՆ			Հերեսութիւն; հերձուածողութիւն		Մոլորութիւն		Կախարդութիւն; կախարդանք																										
ԱՂԱՆԴԵՄ			Կախարդեմ		Մոլորեցուցանեմ																												
ԱՂԱՆԴԵՐ			Քաղցրաւենի																														
ԱՂԱՆԴԻՆՔ			Կախարդութիւն; դիւթութիւն; Հմայութիւն																														
ԱՂԱՆԴՈՒԹԻՒՆ			cf. ԱՂԱՆԴԻՆՔ		Հերձուածողութիւն; մոլորութիւն																												
ԱՂԱՉԱՆՔ			Աղերսանք; պաղատանք; ողոք		Աղօթք																												
ԱՂԱՉԱՒՈՐ			Աղերսաւոր; ողոքաւոր; աղաչելի																														
ԱՂԱՉԵՄ			"Աղերսեմ; պաղատիմ; <a href=""./?s=Աղաչանք"">աղաչանս մատուցանեմ</a>"		Աղօթեմ																												
ԱՂԱՉԵԼԻ			cf. ԱՂԱՉԱՒՈՐ																														
ԱՂԱՊԱՏԱՆՔ			Գութ; կարեկցութիւն																														
ԱՂԱՋՈՒՐ			Անզգամ; պիղծ; չարամիտ; չարագործ																														
ԱՂԱՐՏԱՆՔ			Աղարտութիւն; նախատինք; անարգանք; արհամարհանք																														
ԱՂԱՐՏԵՄ			Նախատեմ; անարգեմ; այպանեմ; արհամարհեմ; քամահեմ		Աղաւաղեմ; խաթարեմ; եղծեմ; աւերեմ																												
ԱՂԱՒԱԼԵԶՈՒ			Քաղցրախօս; շողոքորթ; կեղծաւոր		Ցոփաբան																												
ԱՂԱՒԱՂ			Այլափոխ		Թոյլ; տկար; անոյժ																												
ԱՂԱՒԱՂԵՄ			Աղճատեմ; այլափոխեմ		Ապականեմ; վնասեմ; խաթարեմ; եղծեմ		Արհամարհեմ; անարգեմ		Կասեցուցանեմ																								
ԱՂԱՒԱՂԵՑՈՒՑԱՆԵՄ			Աղճատեմ; այլափոխեմ		Ապականեմ; վնասեմ; խաթարեմ; եղծեմ		Արհամարհեմ; անարգեմ		Կասեցուցանեմ																								
ԱՂԱՒԱՂՈՒԹԻՒՆ			Տկարութիւն																														
ԱՂԱՓԱՐԵՄ			Շիկնեմ; ամաչեմ																														
ԱՂԲ			Արտաթորութիւն; կղկղանք; ապաւառ; կտիտ; ծիրտ		Աղտեղութիւն; կեղտ																												
ԱՂԲԱԽՈՒՄԲ			Աղբեւք; աղբիք																														
ԱՂԲԱՆՈՑ			Աղբեւք; աղբիք; կոյանոց																														
ԱՂԲԵՂԷՆ			Անպէտ																														
ԱՂԲԵՐԱԿՆ			cf. ԱԿՆ																														
ԱՂԲԵՐԱՀՈՍ			cf. ԱՂԲԻՒՐԱՀՈՍ																														
ԱՂԲԵՐԱՆԱՄ			cf. ԱՂԲԻՒՐԱՆԱՄ																														
ԱՂԲԵՐԱՑՈՒՑԻՉ			cf. ԱՂԲԻՒՐԱՑՈՒՑԻՉ																														
ԱՂԲԵՒՔ			cf. ԱՂԲԱԽՈՒՄԲԴ		cf. ԱՂԲԱՆՈՑ																												
ԱՂԲԻՔ			cf. ԱՂԲԱԽՈՒՄԲԴ		cf. ԱՂԲԱՆՈՑ																												
ԱՂԲԻՒՐ			cf. ԱԿՆ																														
ԱՂԲԻՒՐԱՀՈՍ			Աղբերահոս; յորդահոս																														
ԱՂԲԻՒՐԱՆԱՄ			Աղբերանամ; յորդեմ																														
ԱՂԲԻՒՐԱՑՈՒՑԻՉ			Աղբերացուցիչ; յորդաբուղխ																														
ԱՂՐԻՒՐԵՂԷՆ			Առատաբուղխ; յորդաբուղխ																														
ԱՂԵՄ			cf. ՅԱՂԵՄ																														
ԱՂԵԿԻԶՈՒԹԻՒՆ			Մորմոքանք; զութ; կարեկցութիւն																														
ԱՂԵՂՆԱԲԱՆԵՄ			Ընդդիմաբանեմ; Հակաճառեմ																														
ԱՂԵՂՆԱԴՐՕՇ			Աղեղնաւոր																														
ԱՂԵՂՆԱԿԱՊԱՐՃ			Կապարճք																														
ԱՂԵՂՆԱՒՈՐ			Նետաձգող; նետող																														
ԱՂԵՐՍ			Աղաչանք; պաղատանք; թախանձանք; ողոքանք		Գութ; ողորմութիւն		Ջատագովութիւն		Պարգեւ; շնորհ		Կապ; յարակցութիւն		Յոյս		Աղերսական; աղերսալի																		
ԱՂԵՐՍԱԼԻ			Աղերսական																														
ԱՂԵՐՍԱԼԻՑ			Աղերսական																														
ԱՂԵՐՍԱԿԱՆ			Աղերսալի		Աղաչելի; աղաչաւոր		Ջատագովական																										
ԱՂԵՐՍԱՀԱՅՑ			Աղերսական; աղերսարկու																														
ԱՂԵՐՍԱՆՔ			Աղաչանք; պաղատանք; թախանձանք		Խնդրանք																												
ԱՂԵՐՍԱՐԿՈՒ			cf. ԱՂԵՐՍԱՀԱՅՑ																														
ԱՂԵՐՍԱՐԿՈՒԹԻՒՆ			cf. ԱՂԵՐՍԱՆՔ																														
ԱՂԵՐՍԱՒՈՐ			cf. ԱՂԱՉԱՒՈՐ																														
ԱՂԵՐՍԵՄ			Աղաչեմ; պաղատեմ; թախանձեմ; Հայցեմ		Ջատագովեմ																												
ԱՂԷ			Օն; Հապա																														
ԱՂԷԽԱՐՇԻՄ			Ազէկիզիմ; կսկծիմ; մորմոքիմ																														
ԱՂԷԿԱՏ			cf. ԻԼ																														
ԱՂԷԿԱՐԾ			cf. ՅԵՂԱԿԱՐԾ																														
ԱՂԷԿԻԶԻՄ			cf. ԱՂԷԽԱՐՇԻՄ																														
ԱՂԷՆԵՐԳՈՐԾՈՒԹԻՒՆ			Նետաձգութիւն																														
ԱՂԷՏ			Փորձանք; չարիք		Վնաս; ոճիր; չարութիւն		Կսկիծ; վիշտ		Կարեկցութիւն; ցաւակցութիւն; սրտացաւութիւն; գութ		Աղետաւոր																						
ԱՂԷՏԱՐԵՐ			Աղիտագործ; աղիտարար																														
ԱՂԷՏԱԿՈԾ			Աղետաւոր; վշտալի; ողբալի																														
ԱՂԷՏԱՆԱՄ			Ցաւիմ; ցաւակցիմ; կարեկցիմ; խղճամ; գթամ																														
ԱՂԷՏԱՒՈՐ			Կսկծալի; վշտալի; սըրտաճմլիկ																														
ԱՂԻ			Աղտաղտ; աղտաղտին		Դառն; վշտալի		Աղիք		Լար																								
ԱՂԻԿԱՄԻ			Ազատ; ինքնակամ; ինքնօրէն; ինքնավար																														
ԱՂԻԿԱՄՈՒԹԻՒՆ			cf. ԻՆՔՆՕՐԻՆՈՒԹԻՒՆ																														
ԱՂԻՃ			Բող; պոռնիկ																														
ԱՂԻՈՂՈՐՄ			Ողորմելի; ողբալի																														
ԱՂԻՋ			Կոյս																														
ԱՂԻՏԱԳՈՐԾ			ԱՂԷՏԱԲԵՐ																														
ԱՂԻՏԱՐԱՐ			ԱՂԷՏԱԲԵՐ																														
ԱՂԻՒՍ			Կղմիդր; կղմինդր																														
ԱՂԻՒՍԱԳՈՐԾՈՒԹԻՒՆ			cf. ԱՂԻՒՍԱՐԿՈՒԹԻՒՆ																														
ԱՂԻՒՍԱԴՈՒՌՆ			Նախադուռն; նախամուտք																														
ԱՂԻՒՍԱՐԿ			Աղիւսագործութիւն; կաւագործութիւն																														
ԱՂԻՒՍԱՐԿՈՒԹԻՒՆ			Աղիւսագործութիւն; կաւագործութիւն																														
ԱՂԻՔ			ԱՂԻ		Գութ; ողորմութիւն		cf. ԱՂԻ																										
ԱՂԽ			Ինչք; գոյք; կարասի; ստացուած		Բազմութիւն; ամբոխ																												
ԱՂԽԱԶՈՒՐ			Գռեհիկ; ռամկական																														
ԱՂԽԱԼՈՒՐ			Գռեհիկ; ռամկական																														
ԱՂԽԱՂԽԵՄ			Դիզանեմ; կուտակեմ; բարդեմ; շեղջեմ; խոկեմ		Կցեմ; միաւորեմ																												
ԱՂԽԱՄԱՂԽ			Բեռն; վաճառ																														
ԱՂԽԱՏՐՈՅԶ			Խռովայոյզ; խռովարար																														
ԱՂԽԵՄ			Փակեմ; փակ արկանեմ		Ամրափակեմ; կցեմ		Արգելում																										
ԱՂԾԱՊԻՂԾ			Գարշելի; զազրելի; անմաքրասէր																														
ԱՂԿԱՂԿ			Աղքատ; տնանկ; չքաւոր		Թշուառ; ողորմելի		Տկար; անոյժ		Չնչին; անարգ; անպիտան																								
ԱՂԿԱՂԿՈՒԹԻՒՆ			Թշուառութիւն; թշուառականութիւն																														
ԱՂՀԱՑՔ			cf. ԱՂՈՒՀԱՑՔ																														
ԱՂՃԱՏԱՆՔ			Դատարկաբանութիւն; զառանցանք; բանդագուշանք		Նախատինք																												
ԱՂՃԱՏԵՄ			Ջարդեմ; փշրեմ; խաթարեմ; եղծանեմ; աւերեմ		Նախատեմ																												
ԱՂՃԱՏԻՄ			Զառամանամ		Ցնորիմ; գագաշիմ; ցնդիմ		Զառանցեմ																										
ԱՂՄԿԱՐԱՐ			Աղմկիչ; խռովարար; խռովարկու																														
ԱՂՄԿԵՄ			"Յուզեմ; խռովեմ; վրդովեմ; շփոթեմ; <a href=""./?s=Աղմուկ"">Աղմուկ առնել</a>"																														
ԱՂՄԿԻՉ			cf. ԱՂՄԿԱՐԱՐ																														
ԱՂՄԿՈՒԹԻՒՆ			cf. ԱՂՄՈՒԿ																														
ԱՂՄՈՒԿ			Խառնակութիւն; շփոթ; վրդով; յուզումն; խռով																														
ԱՂՇԿՈՐԵՄ			Ստիպեմ; հարկադրեմ; բռնադատեմ																														
ԱՂՈՒ			Հեզ; բարեբարոյ; քաղցրաբարոյ		Կեղծաւոր; նենգաւոր; նենգամիտ																												
ԱՂՈՒԱՄԱԶ			Դալարահեր																														
ԱՂՈՒԱՆԱՄ			Խորամանկեմ; նենգեմ																														
ԱՂՈՒԵՍԱԴՐՈՇՄ			Աղուէսախարան																														
ԱՂՈՒԷՍԱԽԱՐԱՆ			cf. ԱՂՈՒԵՍԱԴՐՈՇՄ																														
ԱՂՈՒՀԱՑՔ			Պահք																														
ԱՂՈՒՆՔ			Ոճիր; ոճրագործութիւն; չարագործութիւն; չարիք																														
ԱՂՈՒՈՒԹԻՒՆ			Քաղցրաբանութիւն; կեղծաւորութիւն																														
ԱՂՈՒՐԻ			Բարունակ																														
ԱՂՈՒՓՈԽ			Ապերախտ; երախտամոռաց																														
ԱՂՋԱՂՋ			cf. ԱՂՋԱՄՈՒՂՋ																														
ԱՂՋԱՄՂՋԻՄ			Մթագնիմ; աղօտանամ; նսեմանամ																														
ԱՂՋԱՄՂՋԻՆ			Միգապատ; խաւարամած; խաւարչուտ; խաւարային; մթին																														
ԱՂՋԱՄՂՋՈՒՏ			Միգապատ; խաւարամած; խաւարչուտ; խաւարային; մթին																														
ԱՂՋԱՄՈՒՂՋ			Մթութիւն; մէգ																														
ԱՂՋԻԿ			Օրիորդ; կոյս		Դուստր; ճաւակեթ		Մանկամարդ; աղջկամարդ		Նաժիշտ; աղախին																								
ԱՂՋԿԱՄԱՐԴ			cf. ԱՂՋԻԿ		Կնամարդի																												
ԱՂՋԿՈՐԴԻ			Հարճորդի																														
ԱՂՋՈՒԹԻՒՆ			Մթութիւն; խաւար																														
ԱՂՏ	ոյ, ոց		Կեղտ; Անմաքրութիւն		Ցիխ; Ցեխ; Տիղմ		Բիծ; Արատ		Ախտ; Մոլութիւն		Մեղք		Մզանք																				
ԱՂՏԱՂՏ			Աղի																														
ԱՂՏԱՂՏԻՆ			Աղի																														
ԱՂՏԱՆԱՄ			ԱՂՏԵՂԱՆԱՄ																														
ԱՂՏԱՊԻՂԾ			Դարշելի; զազրելի; աղտեղի																														
ԱՂՏԵՂԱԲԱՆՈՒԹԻՒՆ			Զազրաբանութիւն		Բամբասանք																												
ԱՂՏԵՂԱԳՈՐԾ			Զազրագործ																														
ԱՂՏԵՂԱԳՈՐԾՈՒԹԻՒՆ			Զազրագործութիւն																														
ԱՂՏԵՂԱԾՈՒՓ			Ապականացեալ																														
ԱՂՏԵՂԱՆԱՄ			Աղտանամ																														
ԱՂՏԵՂԱՍԷՐ			Գարշասէր		Ցանկասէր																												
ԱՂՏԵՂԱՑՈՒՑԱՆԵՄ			"Աղտեղեմ; <a href=""./?s=Աղտեղի"">Աղտեղի առնել</a>"		Ապականեմ		Արատեմ																										
ԱՂՏԵՂԱՑՈՒՑԻՉ			Ապականիչ; ապականացուցիչ																														
ԱՂՏԵՂԵՄ			cf. ԱՂՏԵՂԱՑՈՒՑԱՆԵՄ																														
ԱՂՏԵՂԻ			Անմաքուր		Զազրելի; գարշելի; ամօթալի; անարժան; պիղծ																												
ԱՂՏԵՂՈՒԹԻՒՆ			Կեղտ; անմաքրութիւն		Աղբ; աղբեւք		Զազրագործութիւն		Զազրաբանութիւն																								
ԱՂՏԻՒՐ			cf. ԵՂՏԻՒՐ																														
ԱՂՏՈՒԹԻՒՆ			Աղտ; բիծ; արատ																														
ԱՂՑԱՒՈՐ			Կարօտ		Հարկաւոր; կարեւոր		Պիտանի; օգտակար																										
ԱՂՑԱՒՈՐԱԳՈՅՆ			Կարեւորագոյն																														
ԱՂՑՔ			Կարիք; պէտք; հարկաւորութիւն																														
ԱՂՔԱՏ			Տնանկ; չքաւոր; ցականեալ		Մուրացիկ		Կարօտ		Յետին; նուաստ		Չնչին																						
ԱՂՔԱՅԱԲԱՐ			Տնանկաբար; աղքատապէս																														
ԱՂՔԱՏԱԳՈՅՆ			Տնանկագոյն																														
ԱՂՔԱՏԱԿԵՐՈՒԹԻՒՆ			Հարստահարութիւն																														
ԱՂՔԱՏԱՆԱՄ			Տնանկանամ; չքաւորիմ		Պակասիմ; նուազիմ		Տկարանամ																										
ԱՂՔԱՏԱՆՈՑ			Տնանկանոց																														
ԱՂՔԱՏԱՊԷՍ			cf. ԱՂՔԱՏԱԲԱՐ																														
ԱՂՔԱՏԱՑՈՒՑԱՆԵՄ			Տնանկացուցանեմ; ցականեցուցանեմ																														
ԱՂՔԱՏՈՒԹԻՒՆ			Տնանկութիւն; չքաւորութիւն																														
ԱՂՕԹԱԿԱՅՈՒԹԻՒՆ			cf. ԱՂՕԹՔ																														
ԱՂՕԹԱԿԱՆ			ԱՂՕԹԿԵԱՐ																														
