title,part_of_speech,definition,suggested_etymology,source,notes,likely_origin
դատել,verb,"['to judge, to try, to adjudicate.', 'to judge (to form an opinion on), to draw a conclusion, to appraise.', 'to convict, to condemn.', 'to preside over a court case, to act as a judge.', '(sports) to referee.', 'to blame, to condemn.', '(Western Armenian) to think, to consider, to have the opinion that.', '(dialectal) to work, to labor.', '(dialectal) to earn.']",From Old Armenian դատել,,,Armenian
դար,noun,"['century, 100 years.', 'age, epoch.', 'hill, hillock, knoll.']",,,,Unknown
դարձգիր,noun,"['neologism palindrome.', '(neologism) palindrome.']",,,,Unknown
դարվազա,noun,['gate.'],,,,Unknown
դեզ,noun,"['haystack, stack.', 'heap, pile.']",From Old Armenian դեզ,,,Armenian
դեղնուց,noun,"['yolk, egg yolk.']",,,,Unknown
դեղորայք,noun,"['collectively medicines, medication, drugs.', '(collectively) medicines, medication, drugs.']",,,,Unknown
դեպք,noun,"['incident, event, occurrence.', 'condition, circumstance.', '(archaic) occasion.']",,,,Unknown
դետ,noun,"['patrol, watch.', 'scout, sentinel.', '(dated) lookout-place, peak, height.', 'spy.']",,,,Unknown
դզել,verb,"['colloquial to straighten, to correct.', '(colloquial) to straighten, to correct.', '(colloquial) to flatten, to smooth.', '(colloquial) to fix, to put into order.', ""(colloquial, slang) to be pleasing to, to be to one's liking.""]",,,,Unknown
դիել,verb,"['intransitive to suck, to drink mother’s milk.', '(intransitive) to suck, to drink mother’s milk.', '(transitive) to suckle, to nourish with milk, to give suck.', '(figuratively) to nourish, to sustain.']",,,,Unknown
դիմանալ,verb,"['to endure, to withstand, to persist, to bear.']",,,,Unknown
դիպչել,verb,"['somewhat, formal to touch.', '(somewhat formal) to touch.']",,,,Unknown
դիպված,noun,"['chance, coincidence, accident, luck.', 'event, circumstance, incident, occurrence.']",,,,Unknown
դիտակ,noun,"['the generic name of various optical instruments used for viewing distant objects.', '(dated) watcher, observer, guard.']",,,,Unknown
դիտանոց,noun,"['watchtower, observation post.']",,,,Unknown
դմբրել,noun,['synonym of թմրել (tʻmrel).'],,,,Unknown
դնել,verb,"['to put, to lay.', 'to impose, to inflict.', 'to insert, to put in.', 'to put on (hat, glasses, etc.).']",,,,Unknown
դոխ,noun,"['mill hopper a funnel-shaped container, whence the grist is discharged into the mill.', 'mill hopper (a funnel-shaped container, whence the grist is discharged into the mill).', 'dove, pigeon.', 'chick of a dove, pigeon.', 'chick of a hen.', 'kitten.', '(term of endearment) a young child, chick.']",,,,Unknown
դույլ,noun,"['bucket, pail.']",,,,Unknown
դուրգ,noun,"[""potter's wheel.""]",,,,Unknown
դրժել,verb,"[""transitive to break one's word, to violate an oath."", ""(transitive) to break one's word, to violate an oath.""]",,,,Unknown
դրույք,noun,"['rate, wage, salary.']",,,,Unknown
դրվագ,noun,"['ornament, adornment, decoration.', 'embroidery, trimming, needlework.', 'incrustation, encrustation, inlay.', 'engraving.', 'passage, excerpt, segment, chapter.', '(figuratively) event, episode, incident.', 'paragraph.']",,,,Unknown
դրվատել,verb,"['literary to praise.', '(literary) to praise.']",,,,Unknown
եզր,noun,"['bank; shore.', 'border, edge; brink; extremity.', 'skirt, flap, lap, hem.', 'border, boundary, limit.', 'rib.', 'conclusion, finding; deduction.', 'term (word or phrase from a specialized area of knowledge).']",,,,Unknown
ելմակ,noun,"['Western Armenian, rare email.', '(Western Armenian, rare) email.']",From Old Armenian ելմակ,,,Armenian
ելուզակ,noun,['robber.'],,,,Unknown
ելունդ,noun,['small swelling; knob; tumor.'],,,,Unknown
ելուստ,noun,"['projection, salience; protuberance; ledge.']",,,,Unknown
եկամուտ,noun,"['income, revenue; profit, return, gainings.']",,,,Unknown
եղերդակ,noun,"['chicory, <ref></ref>.', 'chicory, Cichorium.']",,,,Unknown
եղինջ,noun,['nettle.'],,,,Unknown
եղյամ,noun,"['frost, hoarfrost, rime.', '(figuratively) white hair on the head, hoar.']",,,,Unknown
եղունգ,noun,"['nail.', 'nail (of finger or toe).']",,,,Unknown
եղջերու,noun,"['In the Physiologus, translates .', 'male deer, stag, hart.']",,,,Unknown
եղտյուր,noun,"['an abundantly irrigated, watery place.']",,,,Unknown
ենթադրել,verb,"['to suppose, assume, presume.']",,,,Unknown
ենթամնա,noun,"['grammar hyphen, usually the Armenian hyphen: ֊.', '(grammar) hyphen, usually the Armenian hyphen: ֊.']",From Old Armenian ենթամնա,,,Armenian
ենթասպա,noun,"['military rank a rank in the Armenian Armed Forces equivalent to.', '(military) a rank in the Armenian Armed Forces equivalent to Russian пра́порщик (práporščik).', '(military) non-commissioned officer.']",Borrowed from Russian прапорщик,,,Russian
երազ,noun,"['dream imaginary events seen while sleeping.', 'dream (imaginary events seen while sleeping).']",,,,Unknown
երախտիք,noun,"['kind deed, kindness, rendered service.', '(figuratively) merit, desert; services.', '(rare) gratitude, thankfulness.']",,,,Unknown
երամակ,noun,"['drove, herd, flock.']",,,,Unknown
երաշխիք,noun,"['guarantee.', 'warranty.']",,,,Unknown
երե,noun,['herbivorous game animal.'],,,,Unknown
երեսպաշտ,noun,['hypocrite.'],,,,Unknown
երեքնուկ,noun,"['plant clover, trefoil, <ref></ref><ref></ref>.', '(botany) clover, trefoil, Trifolium.']",,,,Unknown
երթալ,verb,"['dialectal, or, Western Armenian to go.', '(dialectal or Western Armenian) to go.']",From Old Armenian երթալ,,,Armenian
երթևեկել,verb,"['to commute.', 'to come and go.', 'to stroll, to walk around, (to go for a walk).']",,,,Unknown
երիկամ,noun,['kidney.'],,,,Unknown
երիցուկ,noun,['camomile.'],,,,Unknown
երկայնել,verb,"['to prolong, to extend.']",,,,Unknown
երկբայել,verb,"['to doubt, to hesitate.']",,,,Unknown
երկինք,noun,"['sky.', 'heaven.']",,,,Unknown
երկիր,noun,"['country, state.', 'land, territory.']",,,,Unknown
երկյուղ,noun,"['fear, fright, dread, terror.']",,,,Unknown
երկնչել,verb,"['somewhat, formal to fear, to be afraid of, to dread, to apprehend, to be frightened, to tremble.', '(somewhat formal) to fear, to be afraid of, to dread, to apprehend, to be frightened, to tremble.']",,,,Unknown
երնջնակ,noun,"['eryngo, sea holly ( spp.).', 'eryngo, sea holly (Eryngium spp.).']",,,,Unknown
երևալ,verb,"['to appear.', 'to emerge, to come out.', 'to be published.']",,,,Unknown
երևույթ,noun,"['appearance, look.', 'phenomenon; occurrence; happening.', '(physics) effect.']",,,,Unknown
զաիֆնալ,verb,"['alternative form of զայիֆնալ.', 'alternative form of զայիֆնալ (zayifnal).']",From Old Armenian զաիֆնալ,,,Armenian
զամբյուղ,noun,['basket.'],,,,Unknown
զայիֆնալ,verb,"['(dialectal, Erzurum, Javakheti).']",,,,Unknown
զանգել,verb,"['to ring.', 'to call (by phone).']",,,,Unknown
զանգված,noun,"['accumulation, mass, heap, congeries, aggregation, pile.', 'medley; jumble.', '(physics) mass.', '(programming) array.']",,,,Unknown
զառամել,verb,['to grow extremely old; to become decrepit.'],,,,Unknown
զավթել,verb,"['to conquer, to seize.', 'to steal.', 'to subjugate, to control.']",,,,Unknown
զարգանալ,verb,"['intransitive to develop, improve, progress.', '(intransitive) to develop, improve, progress.']",,,,Unknown
զարդարել,verb,"['to adorn, to beautify, to decorate, to ornament, to embellish.']",,,,Unknown
զարթնել,verb,"['intransitive to wake up.', '(intransitive) to wake up.']",,,,Unknown
զարմանալ,verb,"['to wonder (at), to be surprised/amazed (at).']",,,,Unknown
զարմանք,noun,"['astonishment, surprise, wonder, amazement.', 'wonder, marvel, prodigy.']",,,,Unknown
զբաղվել,verb,"['to do, be busy with; be occupied with, be engaged in; engage in; concern oneself with.', 'to occupy oneself with; go in for; devote oneself to.', 'to deal with, take upon oneself, take care of.']",,,,Unknown
զբոսնել,verb,"['to go for a walk, to take a walk, to stroll, to promenade.']",,,,Unknown
զգալ,verb,"['to feel, to sense.', 'to be aware.', 'to foresee, to expect.', 'to feel, to nourish, to entertain.']",,,,Unknown
զգածվել,verb,"['archaic to be affected with some feeling.', '(archaic) to be affected with some feeling.']",,,,Unknown
զգենալ,verb,"['archaic, transitive to put on (clothes).', '(archaic, transitive) to put on (clothes).']",,,,Unknown
զգետնել,verb,"['transitive to fling down, to throw on the ground.', '(transitive) to fling down, to throw on the ground.']",,,,Unknown
զեկույց,noun,['report.'],,,,Unknown
զեղծել,verb,"['to squander, to waste.', 'to counterfeit, to falsify, to fake, to forge, to fabricate.']",,,,Unknown
զեղչ,noun,['discount.'],,,,Unknown
զեղչել,verb,"['transitive to discount, to grant a rebate to deduct a certain amount from (a bill, charge, etc.).', '(transitive) to discount, to grant a rebate (to deduct a certain amount from (a bill, charge, etc.)).', '(grammar) to omit of a word or phrase.']",,,,Unknown
զեփյուռ,noun,"['zephyr, light breeze.']",,,,Unknown
զզվանք,noun,"['disgust, repulsion.', 'disgusting person.']",,,,Unknown
զինանոց,noun,"['arsenal, armoury.']",,,,Unknown
զինվոր,noun,"['soldier.', '(chess) pawn.', '(card games) jack.']",,,,Unknown
զղջալ,verb,"['intransitive to regret, to be sorry.', '(intransitive) to regret, to be sorry.', '(theology) to repent.']",,,,Unknown
զոդել,verb,"['to join two things together.', '(technology) to solder.', '(technology) to weld.']",,,,Unknown
զորակոչ,noun,"['military draft, conscription.', '(military) draft, conscription.']",,,,Unknown
զորամաս,noun,"['military military unit.', '(military) military unit.']",,,,Unknown
զորապետ,noun,"['commander, army commander, military leader.']",,,,Unknown
զորավար,noun,"['military commander, military leader; general.', '(military) commander, military leader; general.']",,,,Unknown
զվարճանք,noun,['synonym of զվարճություն (zvarčutʻyun).'],,,,Unknown
զրույց,noun,"['conversation, discussion, talk.', 'story, tradition, fairy-tale (told orally).', 'short story or short poem.', 'essay.', 'news.', 'gossip, rumor.', '(archaic) saying, expression.']",,,,Unknown
զրուցել,verb,"['to talk to, to talk with.', 'to discuss, to converse.', '(Western Armenian) to announce, to say.', '(dialectal) to talk.']",From Old Armenian զրուցել,,,Armenian
էակ,noun,"['being, creature living being.', 'being, creature (living being).', 'man (human being).', 'person, individual.', 'God.']",,,,Unknown
էրիկ,noun,"['dialectal husband.', '(dialectal) husband.', '(dialectal) man.']",,,,Unknown
էքսպերտ,noun,"['expert.', 'patent examiner, trademark examiner.']",,,,Unknown
ըմբիշ,noun,['wrestler.'],,,,Unknown
ըմբռնել,verb,"['to understand, to grasp, to comprehend.', 'to be aware of, to be conscious of.', 'to imagine, to visualize.', '(dated) synonym of բռնել (bṙnel).']",,,,Unknown
ըմպել,verb,"['literary to imbibe, to drink.', '(literary) to imbibe, to drink.']",,,,Unknown
ըմպելիք,noun,"['drink, beverage.']",,,,Unknown
ընդավոր,noun,"['botany, in the plural leguminous plants, legumes.', '(botany, in the plural) leguminous plants, legumes.']",,,,Unknown
ընդհատել,verb,['to interrupt.'],,,,Unknown
ընդոստել,verb,"['alternative form of ընդոստնել.', 'alternative form of ընդոստնել (əndostnel).']",From Old Armenian ընդոստել,,,Armenian
ընդունել,verb,"['to receive, to take.', 'to accept, to adopt.', 'to acquire, to assume (a position, an office etc.).', 'to admit (a mistake, etc.).', 'to take for.', 'to receive (visitors).']",,,,Unknown
ընթադրել,verb,"['to stamp, to crush, to squash, to trample.', '(rare) to stamp, to crush, to squash, to trample.']",,,,Unknown
ընթացք,noun,"['movement, course, development.']",,,,Unknown
ընթերցել,verb,"['formal to read.', '(formal) to read.']",,,,Unknown
ընկղմել,verb,"['transitive to dip; to plunge.', '(transitive) to dip; to plunge.', '(transitive) to sink.', '(transitive, figuratively) to immerse (in), to plunge (in, into).']",,,,Unknown
ընկճել,verb,"['to discourage, to dishearten, to dispirit.', 'to crush, to quell, to humble.', 'to defeat, to vanquish, to conquer.', 'to subjugate, to subdue.', 'to squash, to put down, to humiliate.']",,,,Unknown
ընկնել,verb,"['intransitive to fall.', '(intransitive) to fall.', '(intransitive) to fall, to, drop, to decrease.', '(intransitive) to be situated, to be; to lie.', '(intransitive) to fall on, to fall to.', '(intransitive) to fall, to be killed.', '(intransitive) to fall on.', '(intransitive) to find oneself, to get (somewhere); to wind up, to end up.', '(intransitive, colloquial) to get caught (in), to get (into).', '(intransitive) to lose, to fall from.', '(intransitive) be carried away (by).', '(intransitive) to perish, to die (of cattle).']",,,,Unknown
ընձուղտ,noun,['giraffe.'],,,,Unknown
ընտանիք,noun,"['family.', '(biology, taxonomy) family.']",,,,Unknown
ընտրել,verb,"['to choose.', 'to elect.']",,,,Unknown
թագաժահր,noun,"['Western Armenian coronavirus an illness caused by a coronavirus.', '(Western Armenian) coronavirus (an illness caused by a coronavirus).']",From Old Armenian թագաժահր,,,Armenian
թագավոր,noun,"['king.', '(card games) king.', 'bridegroom (because he carries a crown during the wedding).']",,,,Unknown
թաթավել,verb,"['transitive to plunge, immerse, soak, steep, drench, imbue.', '(transitive) to plunge, immerse, soak, steep, drench, imbue.']",,,,Unknown
թախանձել,verb,"['to plead, to beg.', '(dated) to bother, pester, importune (with).']",,,,Unknown
թակ,noun,"['mallet; beetle.', 'doorknocker.', 'knock, tap.']",,,,Unknown
թակույկ,noun,"['literary jug, pitcher, pot, jar.', '(literary) jug, pitcher, pot, jar.']",,,,Unknown
թաղանթ,noun,"['film, membrane.']",,,,Unknown
թանալ,verb,"['obsolete, transitive to wet, to moisten.', '(obsolete, transitive) to wet, to moisten.']",,,,Unknown
թաշկինակ,noun,"['handkerchief.', 'kerchief, headscarf.', '(figuratively) weak-willed, spineless person.']",,,,Unknown
թառամել,verb,['to wither.'],,,,Unknown
թարգել,verb,"['transitive to give up, quit, abandon a habit or activity.', '(transitive) to give up, quit, abandon (a habit or activity).']",,,,Unknown
թափել,verb,"['transitive to empty, to pour out; to spill by accident.', '(transitive) to empty, to pour out; to spill (by accident).', '(transitive) to pour into.', 'to strew, to scatter.', 'to throw down.', 'to throw away, throw out.', '(rare) to found, to cast (in a mould).', '(vulgar, slang) to ejaculate, to cum.', '(figuratively, to express) to pour out, to give vent (to).', 'to shed, to spill.']",,,,Unknown
թաքնվել,verb,"['intransitive to hide.', '(intransitive) to hide.']",,,,Unknown
թաքուստ,noun,"['hiding place.', 'concealment, hiding.']",,,,Unknown
թաքչել,verb,"['alternative form of թաքնվել.', 'alternative form of թաքնվել (tʻakʻnvel).']",From Old Armenian թաքչել,,,Armenian
թաքցնել,verb,"['transitive to hide.', '(transitive) to hide.']",,,,Unknown
